label,latitude,longitude,x,y,z,q1,q2,q3,q4,right_is_open,left_is_open,line_is_stop,signal_is_stop,isnot_skipnum,utm_x,utm_y,x_rotated,y_rotated,error_before,error_after
C100,36.0819751,140.079779,306.176095896414,-114.547756025778,-1.07354500501474,0,0,0.102599255858006,-0.994010768181014,2,2,0,0,1,306.176095896414,-114.547756025778,307.822817140484,-110.362019396259,41.5800274751828,4.4980086691082
C100-C1_1,36.0819729,140.0797837,306.598928926796,-114.792658906012,-1.05838184441451,0,0,0.582630491360909,-0.811804162844624,2,2,0,0,1,306.598928926796,-114.792658906012,308.161135074947,-110.631816866357,41.5781405362867,4.44444535665434
C100-C1_2,36.0819441,140.0797578,304.268849036238,-117.998660240358,-0.884321511163402,0,0,0.838247529002108,-0.543793227151378,2,2,0,0,1,304.268849036238,-117.998660240358,305.660569289684,-113.854248983249,41.373616615901,4.37184514043026
C100-C1_3,36.0819092,140.0797416,302.811424552291,-121.883710469359,-0.624009852233242,0,0,0.745847941724852,-0.664817196227651,2,2,0,0,1,302.811424552291,-121.883710469359,304.127934205374,-117.596974083986,41.4749637984249,4.4843401414634
C100-C1_4,36.0818759,140.079726,301.407978749809,-125.590649512591,-0.43048249503202,0,0,0.745407083749224,-0.665210820034247,2,2,0,0,1,301.407978749809,-125.590649512591,302.730397000622,-121.373526116889,41.4192490677719,4.41960629068474
C100-C1_5,36.0818387,140.0797191,300.787223877159,-129.731734570244,-0.175552959215116,0,0,0.761456051470466,-0.647093024407673,2,2,0,0,1,300.787223877159,-129.731734570244,302.142868322185,-125.396919735764,41.6507587414108,4.54184890882104
C100-C1_6,36.0818039,140.0797126,300.202454792153,-133.605652850036,0.038958488903647,0,0,0.68027378938518,-0.732011937790495,2,2,0,0,1,300.202454792153,-133.605652850036,301.541393911804,-129.423855339628,41.6139396730403,4.39092113162908
C100-C1_7,36.0817673,140.0797037,299.401770968499,-137.679946213224,0.274802856122897,0,0,0.73666520488946,-0.675243298464427,2,2,0,0,1,299.401770968499,-137.679946213224,300.651973220182,-133.409492022289,41.7525596418474,4.44969489594347
C100-C1_8,36.0817311,140.0796993,299.005927281407,-141.709711779574,0.505178816079526,0,0,0.730480083390075,-0.681836004958258,2,2,0,0,1,299.005927281407,-141.709711779574,300.260656961844,-137.42938273491,41.9065288603083,4.46044429418908
C100-C1_9,36.0816949,140.0796947,298.592090700492,-145.739477346716,0.77630156164333,0,0,0.802831802645399,-0.59453638790124,2,2,0,0,1,298.592090700492,-145.739477346716,299.758746567927,-141.428617783152,42.0381749117708,4.46593731368757
C100-C1_10,36.0816604,140.0796847,297.692445955705,-149.579999778879,0.994678489345935,0,0,0.813250831644656,-0.580527681383443,2,2,0,0,1,297.692445955705,-149.579999778879,298.745693626732,-145.336348128354,42.0155220864958,4.37240322791973
C100-C1_11,36.0816251,140.0796677,296.1630498888,-153.509577803926,1.24841693982238,0,0,0.957298873203853,-0.286303853967642,2,2,0,0,1,296.1630498888,-153.509577803926,297.149601655852,-149.016269485356,42.2362729091207,4.60033738271498
C100-C1_12,36.081597,140.0796391,293.590065918862,-156.637655495388,1.45147323151536,0,0,0.721541464171137,-0.69094652138217,2,2,0,0,1,293.590065918862,-156.637655495388,294.495309725277,-152.050521622079,42.1696931128903,4.6756030114531
C100-C1_13,36.0815601,140.0796356,293.275190259082,-160.745344705413,1.70336983649987,0,0,0.77947303430842,-0.625205749244174,2,2,0,0,1,293.275190259082,-160.745344705413,294.177315786252,-156.083642372422,42.4064902195321,4.74818903458832
C1,36.0815403,140.0796303,292.798378544677,-162.949470622775,1.82455302685758,0,0,0.653942164101698,-0.754968657499022,2,2,0,0,1,292.798378544677,-162.949470622775,293.876828338804,-158.27231659709,42.5718692797711,4.79987747119011
